state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Karnataka,Udupi,576102,368,371,739
Karnataka,Udupi,576103,303,279,582
Karnataka,Udupi,576104,204,192,396
Karnataka,Udupi,576105,426,307,733
Karnataka,Udupi,576106,186,170,356
Karnataka,Udupi,576107,326,223,549
Karnataka,Udupi,576108,229,151,380
Karnataka,Udupi,576111,118,82,200
Karnataka,Udupi,576112,479,238,717
Karnataka,Udupi,576113,258,165,423
Karnataka,Udupi,576114,65,58,123
Karnataka,Udupi,576115,275,178,453
Karnataka,Udupi,576117,439,297,736
Karnataka,Udupi,576120,141,132,273
Karnataka,Udupi,576121,182,186,368
Karnataka,Udupi,576122,48,30,78
Karnataka,Udupi,576124,352,179,531
Karnataka,Udupi,576201,349,250,599
Karnataka,Udupi,576210,367,221,588
Karnataka,Udupi,576211,538,269,807
Karnataka,Udupi,576212,362,168,530
Karnataka,Udupi,576213,608,387,995
Karnataka,Udupi,576214,702,684,1386
Karnataka,Udupi,576215,143,83,226
Karnataka,Udupi,576216,361,157,518
Karnataka,Udupi,576217,318,225,543
Karnataka,Udupi,576218,14,13,27
Karnataka,Udupi,576219,600,593,1193
Karnataka,Udupi,576220,72,64,136
Karnataka,Udupi,576221,392,227,619
Karnataka,Udupi,576222,870,455,1325
Karnataka,Udupi,576223,156,99,255
Karnataka,Udupi,576224,357,269,626
Karnataka,Udupi,576225,276,160,436
Karnataka,Udupi,576226,349,174,523
Karnataka,Udupi,576227,372,209,581
Karnataka,Udupi,576228,425,388,813
Karnataka,Udupi,576229,322,196,518
Karnataka,Udupi,576230,443,258,701
Karnataka,Udupi,576231,196,106,302
Karnataka,Udupi,576232,392,389,781
Karnataka,Udupi,576233,675,499,1174
Karnataka,Udupi,576234,364,140,504
Karnataka,Udupi,576235,173,91,264
Karnataka,Udupi,576247,205,100,305
Karnataka,Udupi,576257,133,92,225
Karnataka,Udupi,576282,91,56,147
Karnataka,Udupi,576283,389,223,612
Karnataka,Udupi *,576211,0,1,1
Karnataka,Udupi *,576214,1,0,1
Karnataka,Udupi *,576233,1,0,1
Karnataka,Uttara Kannada,581121,22,33,55
Karnataka,Uttara Kannada,581129,185,164,349
Karnataka,Uttara Kannada,581186,90,81,171
Karnataka,Uttara Kannada,581187,123,95,218
Karnataka,Uttara Kannada,581301,352,333,685
Karnataka,Uttara Kannada,581302,33,26,59
Karnataka,Uttara Kannada,581303,135,121,256
Karnataka,Uttara Kannada,581304,244,186,430
Karnataka,Uttara Kannada,581305,6,13,19
Karnataka,Uttara Kannada,581306,249,208,457
Karnataka,Uttara Kannada,581307,41,34,75
Karnataka,Uttara Kannada,581308,20,14,34
Karnataka,Uttara Kannada,581314,566,409,975
Karnataka,Uttara Kannada,581315,162,149,311
Karnataka,Uttara Kannada,581316,181,186,367
Karnataka,Uttara Kannada,581317,95,71,166
Karnataka,Uttara Kannada,581318,433,445,878
Karnataka,Uttara Kannada,581319,157,53,210
Karnataka,Uttara Kannada,581320,1671,2031,3702
Karnataka,Uttara Kannada,581321,106,78,184
Karnataka,Uttara Kannada,581322,213,161,374
Karnataka,Uttara Kannada,581323,265,146,411
Karnataka,Uttara Kannada,581324,268,295,563
Karnataka,Uttara Kannada,581325,1211,858,2069
Karnataka,Uttara Kannada,581326,166,58,224
Karnataka,Uttara Kannada,581327,318,171,489
Karnataka,Uttara Kannada,581328,36,35,71
Karnataka,Uttara Kannada,581329,1657,1167,2824
Karnataka,Uttara Kannada,581330,169,139,308
Karnataka,Uttara Kannada,581331,101,95,196
Karnataka,Uttara Kannada,581332,210,116,326
Karnataka,Uttara Kannada,581333,182,123,305
Karnataka,Uttara Kannada,581334,880,478,1358
Karnataka,Uttara Kannada,581335,162,66,228
Karnataka,Uttara Kannada,581336,219,253,472
Karnataka,Uttara Kannada,581337,126,74,200
Karnataka,Uttara Kannada,581338,139,106,245
Karnataka,Uttara Kannada,581339,156,109,265
Karnataka,Uttara Kannada,581340,191,211,402
Karnataka,Uttara Kannada,581341,126,76,202
Karnataka,Uttara Kannada,581342,266,137,403
Karnataka,Uttara Kannada,581343,454,372,826
Karnataka,Uttara Kannada,581344,247,144,391
Karnataka,Uttara Kannada,581345,67,81,148
Karnataka,Uttara Kannada,581346,522,500,1022
Karnataka,Uttara Kannada,581347,176,167,343
Karnataka,Uttara Kannada,581348,412,209,621
Karnataka,Uttara Kannada,581349,1257,1029,2286
Karnataka,Uttara Kannada,581350,385,350,735
Karnataka,Uttara Kannada,581351,315,144,459
Karnataka,Uttara Kannada,581352,235,214,449
Karnataka,Uttara Kannada,581353,200,119,319
Karnataka,Uttara Kannada,581354,272,270,542
Karnataka,Uttara Kannada,581355,658,576,1234
Karnataka,Uttara Kannada,581356,536,289,825
Karnataka,Uttara Kannada,581357,117,63,180
Karnataka,Uttara Kannada,581358,463,505,968
Karnataka,Uttara Kannada,581359,626,428,1054
Karnataka,Uttara Kannada,581360,43,26,69
Karnataka,Uttara Kannada,581361,270,122,392
Karnataka,Uttara Kannada,581362,220,150,370
Karnataka,Uttara Kannada,581363,162,122,284
Karnataka,Uttara Kannada,581365,3,8,11
Karnataka,Uttara Kannada,581384,215,76,291
Karnataka,Uttara Kannada,581396,23,16,39
Karnataka,Uttara Kannada,581400,293,201,494
Karnataka,Uttara Kannada,581401,331,444,775
Karnataka,Uttara Kannada,581402,1163,1475,2638
Karnataka,Uttara Kannada,581403,263,293,556
Karnataka,Uttara Kannada,581411,135,180,315
Karnataka,Uttara Kannada,581412,326,211,537
Karnataka,Uttara Kannada,581421,379,325,704
Karnataka,Uttara Kannada,581423,230,125,355
Karnataka,Uttara Kannada,581440,266,164,430
Karnataka,Uttara Kannada,581450,85,102,187
Karnataka,Uttara Kannada,581453,317,454,771
Karnataka,Vijayanagara,583101,8,7,15
Karnataka,Vijayanagara,583102,7,5,12
Karnataka,Vijayanagara,583103,1,2,3
Karnataka,Vijayanagara,583104,3,5,8
Karnataka,Vijayanagara,583111,1,1,2
Karnataka,Vijayanagara,583113,0,1,1
Karnataka,Vijayanagara,583115,1,1,2
Karnataka,Vijayanagara,583116,2,1,3
Karnataka,Vijayanagara,583117,5,1,6
Karnataka,Vijayanagara,583119,0,1,1
Karnataka,Vijayanagara,583120,1,0,1
Karnataka,Vijayanagara,583123,1,1,2
Karnataka,Vijayanagara,583125,524,822,1346
Karnataka,Vijayanagara,583126,368,1759,2127
Karnataka,Vijayanagara,583127,202,264,466
Karnataka,Vijayanagara,583130,759,3065,3824
Karnataka,Vijayanagara,583131,521,615,1136
Karnataka,Vijayanagara,583132,2,5,7
Karnataka,Vijayanagara,583134,221,405,626
Karnataka,Vijayanagara,583135,461,1425,1886
Karnataka,Vijayanagara,583136,733,2882,3615
Karnataka,Vijayanagara,583137,260,497,757
Karnataka,Vijayanagara,583201,512,744,1256
Karnataka,Vijayanagara,583203,2,2,4
Karnataka,Vijayanagara,583211,5,22,27
Karnataka,Vijayanagara,583212,168,190,358
Karnataka,Vijayanagara,583213,192,256,448
Karnataka,Vijayanagara,583214,11,19,30
Karnataka,Vijayanagara,583215,0,1,1
Karnataka,Vijayanagara,583216,17,25,42
Karnataka,Vijayanagara,583217,35,47,82
Karnataka,Vijayanagara,583218,180,748,928
Karnataka,Vijayanagara,583219,100,94,194
Karnataka,Vijayanagara,583220,12,21,33
Karnataka,Vijayanagara,583221,44,49,93
Karnataka,Vijayanagara,583222,153,251,404
Karnataka,Vijayanagara,583223,55,69,124
Karnataka,Vijayanagara,583224,17,14,31
Karnataka,Vijayanagara,583225,8,15,23
Karnataka,Vijayanagara,583239,15,9,24
Karnataka,Vijayapura,586101,2895,1196,4091
Karnataka,Vijayapura,586102,745,301,1046
Karnataka,Vijayapura,586103,922,321,1243
Karnataka,Vijayapura,586104,1861,863,2724
Karnataka,Vijayapura,586108,608,359,967
Karnataka,Vijayapura,586109,674,304,978
Karnataka,Vijayapura,586111,455,211,666
Karnataka,Vijayapura,586112,1124,596,1720
Karnataka,Vijayapura,586113,1389,578,1967
Karnataka,Vijayapura,586114,372,197,569
Karnataka,Vijayapura,586115,1127,488,1615
Karnataka,Vijayapura,586116,525,185,710
Karnataka,Vijayapura,586117,873,483,1356
Karnataka,Vijayapura,586118,667,416,1083
Karnataka,Vijayapura,586119,497,213,710
Karnataka,Vijayapura,586120,904,330,1234
Karnataka,Vijayapura,586121,354,166,520
Karnataka,Vijayapura,586122,577,253,830
Karnataka,Vijayapura,586123,780,478,1258
Karnataka,Vijayapura,586124,454,325,779
Karnataka,Vijayapura,586125,865,311,1176
Karnataka,Vijayapura,586126,1,2,3
Karnataka,Vijayapura,586127,908,377,1285
Karnataka,Vijayapura,586128,2139,1154,3293
Karnataka,Vijayapura,586129,492,279,771
Karnataka,Vijayapura,586130,604,273,877
Karnataka,Vijayapura,586201,379,201,580
Karnataka,Vijayapura,586202,853,482,1335
Karnataka,Vijayapura,586203,1463,828,2291
Karnataka,Vijayapura,586204,770,455,1225
Karnataka,Vijayapura,586205,741,406,1147
Karnataka,Vijayapura,586206,209,147,356
Karnataka,Vijayapura,586207,482,267,749
Karnataka,Vijayapura,586208,616,330,946
Karnataka,Vijayapura,586209,553,268,821
Karnataka,Vijayapura,586210,594,183,777
Karnataka,Vijayapura,586211,487,258,745
Karnataka,Vijayapura,586212,689,357,1046
Karnataka,Vijayapura,586213,822,521,1343
Karnataka,Vijayapura,586214,1115,641,1756
Karnataka,Vijayapura,586215,882,440,1322
Karnataka,Vijayapura,586216,577,321,898
Karnataka,Vijayapura,586217,781,455,1236
Karnataka,Vijayapura,586245,772,270,1042
Karnataka,Vijayapura,587117,4,2,6
Karnataka,Yadgir,585201,1462,1322,2784
Karnataka,Yadgir,585202,4258,4806,9064
Karnataka,Yadgir,585214,2186,1714,3900
Karnataka,Yadgir,585215,1850,1399,3249
Karnataka,Yadgir,585216,2844,2835,5679
Karnataka,Yadgir,585218,335,233,568
Karnataka,Yadgir,585219,256,235,491
Karnataka,Yadgir,585220,785,615,1400
Karnataka,Yadgir,585221,1972,1597,3569
Karnataka,Yadgir,585223,2920,2651,5571
Karnataka,Yadgir,585224,551,448,999
Karnataka,Yadgir,585237,1039,931,1970
Karnataka,Yadgir,585287,832,740,1572
Karnataka,Yadgir,585290,2111,1956,4067
Karnataka,Yadgir,585291,1176,706,1882
Karnataka,Yadgir,585304,666,852,1518
Karnataka,Yadgir,585309,1703,1254,2957
Karnataka,Yadgir,585315,1029,1301,2330
Karnataka,Yadgir,585317,4,0,4
Karnataka,Yadgir,585319,1283,1516,2799
Karnataka,Yadgir,585321,2174,2619,4793
Karnataka,Yadgir,585323,1094,884,1978
Karnataka,Yadgir,585355,915,1124,2039
Kerala,Alappuzha,686102,87,112,199
Kerala,Alappuzha,686103,8,15,23
Kerala,Alappuzha,686534,146,119,265
Kerala,Alappuzha,688001,398,705,1103
Kerala,Alappuzha,688002,396,679,1075
Kerala,Alappuzha,688003,326,660,986
Kerala,Alappuzha,688004,551,1296,1847
Kerala,Alappuzha,688005,640,854,1494
Kerala,Alappuzha,688006,709,1245,1954
Kerala,Alappuzha,688007,258,512,770
Kerala,Alappuzha,688008,179,250,429
Kerala,Alappuzha,688009,138,186,324
Kerala,Alappuzha,688011,232,327,559
Kerala,Alappuzha,688012,190,360,550
Kerala,Alappuzha,688013,194,374,568
Kerala,Alappuzha,688014,102,208,310
Kerala,Alappuzha,688501,328,409,737
Kerala,Alappuzha,688502,43,60,103
Kerala,Alappuzha,688503,219,280,499
Kerala,Alappuzha,688504,305,457,762
Kerala,Alappuzha,688505,269,388,657
Kerala,Alappuzha,688506,318,328,646
Kerala,Alappuzha,688521,296,415,711
Kerala,Alappuzha,688522,505,936,1441
Kerala,Alappuzha,688523,272,442,714
Kerala,Alappuzha,688524,652,1152,1804
Kerala,Alappuzha,688525,468,762,1230
Kerala,Alappuzha,688526,766,937,1703
Kerala,Alappuzha,688527,307,647,954
Kerala,Alappuzha,688528,160,217,377
Kerala,Alappuzha,688529,251,514,765
Kerala,Alappuzha,688530,538,1143,1681
Kerala,Alappuzha,688531,391,594,985
Kerala,Alappuzha,688532,366,466,832
Kerala,Alappuzha,688533,177,206,383
Kerala,Alappuzha,688534,436,1192,1628
Kerala,Alappuzha,688535,460,493,953
Kerala,Alappuzha,688536,194,329,523
Kerala,Alappuzha,688537,757,1017,1774
Kerala,Alappuzha,688538,987,1181,2168
Kerala,Alappuzha,688539,635,1178,1813
Kerala,Alappuzha,688540,343,364,707
Kerala,Alappuzha,688541,405,672,1077
Kerala,Alappuzha,688546,0,2,2
Kerala,Alappuzha,688555,156,324,480
Kerala,Alappuzha,688561,804,966,1770
Kerala,Alappuzha,688562,246,336,582
Kerala,Alappuzha,688570,182,184,366
Kerala,Alappuzha,688582,243,371,614
Kerala,Alappuzha,689109,123,185,308
Kerala,Alappuzha,689121,226,359,585
Kerala,Alappuzha,689122,106,163,269
Kerala,Alappuzha,689123,76,88,164
Kerala,Alappuzha,689124,259,375,634
Kerala,Alappuzha,689126,110,130,240
Kerala,Alappuzha,689504,175,270,445
Kerala,Alappuzha,689505,263,417,680
Kerala,Alappuzha,689506,171,247,418
Kerala,Alappuzha,689508,177,314,491
Kerala,Alappuzha,689509,320,399,719
Kerala,Alappuzha,689510,225,401,626
Kerala,Alappuzha,689511,220,392,612
Kerala,Alappuzha,689512,69,157,226
Kerala,Alappuzha,689520,120,244,364
Kerala,Alappuzha,689521,101,178,279
Kerala,Alappuzha,689571,53,77,130
Kerala,Alappuzha,689572,283,314,597
Kerala,Alappuzha,689573,345,335,680
Kerala,Alappuzha,689574,82,96,178
Kerala,Alappuzha,689590,76,73,149
Kerala,Alappuzha,689595,286,540,826
Kerala,Alappuzha,689622,418,742,1160
Kerala,Alappuzha,689623,223,358,581
Kerala,Alappuzha,689624,138,312,450
Kerala,Alappuzha,689627,45,63,108
Kerala,Alappuzha,690101,270,462,732
Kerala,Alappuzha,690102,135,196,331
Kerala,Alappuzha,690103,311,585,896
Kerala,Alappuzha,690104,201,285,486
Kerala,Alappuzha,690105,250,382,632
Kerala,Alappuzha,690106,386,588,974
Kerala,Alappuzha,690107,408,353,761
Kerala,Alappuzha,690108,82,109,191
Kerala,Alappuzha,690110,217,343,560
Kerala,Alappuzha,690112,1,0,1
Kerala,Alappuzha,690501,521,548,1069
Kerala,Alappuzha,690502,894,916,1810
Kerala,Alappuzha,690503,677,749,1426
Kerala,Alappuzha,690504,468,669,1137
Kerala,Alappuzha,690505,507,720,1227
Kerala,Alappuzha,690506,313,764,1077
Kerala,Alappuzha,690507,228,418,646
Kerala,Alappuzha,690508,351,422,773
Kerala,Alappuzha,690509,179,446,625
Kerala,Alappuzha,690510,141,202,343
Kerala,Alappuzha,690511,235,533,768
Kerala,Alappuzha,690512,215,514,729
Kerala,Alappuzha,690513,119,290,409
Kerala,Alappuzha,690514,484,939,1423
Kerala,Alappuzha,690515,486,698,1184
Kerala,Alappuzha,690516,465,1078,1543
Kerala,Alappuzha,690517,633,785,1418
Kerala,Alappuzha,690527,232,357,589
Kerala,Alappuzha,690529,234,324,558
Kerala,Alappuzha,690530,223,221,444
Kerala,Alappuzha,690531,256,429,685
Kerala,Alappuzha,690532,155,335,490
Kerala,Alappuzha,690533,470,595,1065
Kerala,Alappuzha,690534,167,207,374
Kerala,Alappuzha,690535,363,500,863
Kerala,Alappuzha,690537,202,178,380
Kerala,Alappuzha,690547,132,141,273
Kerala,Alappuzha,690548,212,408,620
Kerala,Alappuzha,690558,278,448,726
Kerala,Alappuzha,690559,295,293,588
Kerala,Alappuzha,690571,57,59,116
Kerala,Alappuzha,690572,427,444,871
Kerala,Ernakulam,680667,44,43,87
Kerala,Ernakulam,682001,848,979,1827
Kerala,Ernakulam,682002,1341,2143,3484
Kerala,Ernakulam,682003,0,8,8
Kerala,Ernakulam,682004,8,7,15
Kerala,Ernakulam,682005,500,901,1401
Kerala,Ernakulam,682006,1800,2094,3894
Kerala,Ernakulam,682007,624,872,1496
Kerala,Ernakulam,682008,802,1013,1815
Kerala,Ernakulam,682010,358,431,789
Kerala,Ernakulam,682011,15,23,38
Kerala,Ernakulam,682012,204,353,557
Kerala,Ernakulam,682013,199,326,525
Kerala,Ernakulam,682015,36,46,82
Kerala,Ernakulam,682016,42,93,135
Kerala,Ernakulam,682017,514,899,1413
Kerala,Ernakulam,682018,268,542,810
Kerala,Ernakulam,682019,505,857,1362
Kerala,Ernakulam,682020,515,964,1479
Kerala,Ernakulam,682021,767,1137,1904
Kerala,Ernakulam,682022,45,66,111
Kerala,Ernakulam,682023,427,697,1124
Kerala,Ernakulam,682024,882,1434,2316
Kerala,Ernakulam,682025,369,587,956
Kerala,Ernakulam,682026,454,697,1151
Kerala,Ernakulam,682027,580,717,1297
Kerala,Ernakulam,682028,428,638,1066
Kerala,Ernakulam,682029,18,33,51
Kerala,Ernakulam,682030,589,927,1516
Kerala,Ernakulam,682031,6,9,15
Kerala,Ernakulam,682032,258,345,603
Kerala,Ernakulam,682033,134,205,339
Kerala,Ernakulam,682034,326,396,722
Kerala,Ernakulam,682035,41,74,115
Kerala,Ernakulam,682036,73,101,174
Kerala,Ernakulam,682037,155,270,425
Kerala,Ernakulam,682038,114,184,298
Kerala,Ernakulam,682039,17,28,45
Kerala,Ernakulam,682040,373,552,925
Kerala,Ernakulam,682041,159,265,424
Kerala,Ernakulam,682301,561,866,1427
Kerala,Ernakulam,682302,3,4,7
Kerala,Ernakulam,682303,106,98,204
Kerala,Ernakulam,682304,513,681,1194
Kerala,Ernakulam,682305,725,729,1454
Kerala,Ernakulam,682306,587,1012,1599
Kerala,Ernakulam,682307,720,1038,1758
Kerala,Ernakulam,682308,766,1076,1842
Kerala,Ernakulam,682309,237,316,553
Kerala,Ernakulam,682310,214,278,492
Kerala,Ernakulam,682311,427,634,1061
Kerala,Ernakulam,682312,255,273,528
Kerala,Ernakulam,682313,287,511,798
Kerala,Ernakulam,682314,541,780,1321
Kerala,Ernakulam,682315,558,1103,1661
Kerala,Ernakulam,682316,338,502,840
Kerala,Ernakulam,682317,1,1,2
Kerala,Ernakulam,682501,200,226,426
Kerala,Ernakulam,682502,407,760,1167
Kerala,Ernakulam,682503,189,147,336
Kerala,Ernakulam,682504,430,547,977
Kerala,Ernakulam,682505,378,402,780
Kerala,Ernakulam,682506,518,633,1151
Kerala,Ernakulam,682507,403,614,1017
Kerala,Ernakulam,682508,544,564,1108
Kerala,Ernakulam,682509,366,358,724
Kerala,Ernakulam,682511,201,210,411
Kerala,Ernakulam,683101,716,1042,1758
Kerala,Ernakulam,683102,502,731,1233
Kerala,Ernakulam,683104,205,278,483
Kerala,Ernakulam,683105,825,1028,1853
Kerala,Ernakulam,683106,491,697,1188
Kerala,Ernakulam,683108,233,429,662
Kerala,Ernakulam,683110,559,791,1350
Kerala,Ernakulam,683112,402,568,970
Kerala,Ernakulam,683501,507,665,1172
Kerala,Ernakulam,683502,14,16,30
Kerala,Ernakulam,683503,219,237,456
Kerala,Ernakulam,683511,994,1391,2385
Kerala,Ernakulam,683512,381,338,719
Kerala,Ernakulam,683513,1016,1413,2429
Kerala,Ernakulam,683514,418,563,981
Kerala,Ernakulam,683515,325,502,827
Kerala,Ernakulam,683516,606,393,999
Kerala,Ernakulam,683517,725,885,1610
Kerala,Ernakulam,683518,447,618,1065
Kerala,Ernakulam,683519,347,463,810
Kerala,Ernakulam,683520,655,838,1493
Kerala,Ernakulam,683521,51,35,86
Kerala,Ernakulam,683522,448,516,964
Kerala,Ernakulam,683541,553,687,1240
Kerala,Ernakulam,683542,251,411,662
Kerala,Ernakulam,683543,196,156,352
Kerala,Ernakulam,683544,778,985,1763
Kerala,Ernakulam,683545,684,874,1558
Kerala,Ernakulam,683546,407,848,1255
Kerala,Ernakulam,683547,510,714,1224
Kerala,Ernakulam,683548,7,1,8
Kerala,Ernakulam,683549,211,311,522
Kerala,Ernakulam,683550,236,274,510
Kerala,Ernakulam,683556,933,1045,1978
Kerala,Ernakulam,683561,769,1025,1794
Kerala,Ernakulam,683562,499,616,1115
Kerala,Ernakulam,683563,292,366,658
Kerala,Ernakulam,683565,506,576,1082
Kerala,Ernakulam,683571,248,415,663
Kerala,Ernakulam,683572,1251,1519,2770
Kerala,Ernakulam,683573,164,168,332
Kerala,Ernakulam,683574,1008,1238,2246
Kerala,Ernakulam,683575,302,337,639
Kerala,Ernakulam,683576,559,675,1234
Kerala,Ernakulam,683577,518,729,1247
Kerala,Ernakulam,683578,654,1012,1666
Kerala,Ernakulam,683579,492,558,1050
Kerala,Ernakulam,683580,364,527,891
Kerala,Ernakulam,683581,660,599,1259
Kerala,Ernakulam,683585,260,384,644
Kerala,Ernakulam,683587,228,324,552
Kerala,Ernakulam,683589,241,443,684
Kerala,Ernakulam,683594,525,530,1055
Kerala,Ernakulam,686661,286,439,725
Kerala,Ernakulam,686662,820,915,1735
Kerala,Ernakulam,686663,265,461,726
Kerala,Ernakulam,686664,594,1403,1997
Kerala,Ernakulam,686665,282,449,731
Kerala,Ernakulam,686666,10,11,21
Kerala,Ernakulam,686667,374,654,1028
Kerala,Ernakulam,686668,414,673,1087
Kerala,Ernakulam,686669,482,700,1182
Kerala,Ernakulam,686670,553,923,1476
Kerala,Ernakulam,686671,915,2001,2916
Kerala,Ernakulam,686672,218,288,506
Kerala,Ernakulam,686673,1724,2563,4287
Kerala,Ernakulam,686681,741,1514,2255
Kerala,Ernakulam,686691,1480,3239,4719
Kerala,Ernakulam,686692,618,1116,1734
Kerala,Ernakulam,686693,734,1066,1800
Kerala,Ernakulam,686695,0,22,22
Kerala,Idukki,685501,396,830,1226
Kerala,Idukki,685503,138,246,384
Kerala,Idukki,685505,386,508,894
Kerala,Idukki,685507,210,280,490
Kerala,Idukki,685508,167,336,503
Kerala,Idukki,685509,773,1088,1861
Kerala,Idukki,685511,350,484,834
Kerala,Idukki,685512,170,167,337
Kerala,Idukki,685514,520,680,1200
Kerala,Idukki,685515,1045,1405,2450
Kerala,Idukki,685531,299,526,825
Kerala,Idukki,685532,287,299,586
Kerala,Idukki,685533,860,1651,2511
Kerala,Idukki,685535,203,301,504
Kerala,Idukki,685536,3,5,8
Kerala,Idukki,685551,696,1123,1819
Kerala,Idukki,685552,784,787,1571
Kerala,Idukki,685553,652,894,1546
Kerala,Idukki,685554,126,162,288
Kerala,Idukki,685561,1101,1278,2379
Kerala,Idukki,685562,97,105,202
Kerala,Idukki,685563,215,306,521
Kerala,Idukki,685564,8,13,21
Kerala,Idukki,685565,909,1333,2242
Kerala,Idukki,685566,277,400,677
Kerala,Idukki,685571,270,389,659
Kerala,Idukki,685581,377,648,1025
Kerala,Idukki,685582,316,504,820
Kerala,Idukki,685583,261,288,549
Kerala,Idukki,685584,177,338,515
Kerala,Idukki,685585,482,654,1136
Kerala,Idukki,685586,225,367,592
Kerala,Idukki,685587,175,258,433
Kerala,Idukki,685588,621,880,1501
Kerala,Idukki,685589,108,100,208
Kerala,Idukki,685590,232,269,501
Kerala,Idukki,685591,85,55,140
Kerala,Idukki,685595,434,400,834
Kerala,Idukki,685601,15,19,34
Kerala,Idukki,685602,508,905,1413
Kerala,Idukki,685603,3,12,15
Kerala,Idukki,685604,476,694,1170
Kerala,Idukki,685605,433,656,1089
Kerala,Idukki,685606,475,642,1117
Kerala,Idukki,685607,602,637,1239
Kerala,Idukki,685608,549,659,1208
Kerala,Idukki,685609,1,4,5
Kerala,Idukki,685612,631,862,1493
Kerala,Idukki,685613,45,53,98
Kerala,Idukki,685614,18,32,50
Kerala,Idukki,685615,187,188,375
Kerala,Idukki,685616,50,34,84
Kerala,Idukki,685618,194,225,419
Kerala,Idukki,685619,496,801,1297
Kerala,Idukki,685620,448,1242,1690
Kerala,Idukki,686513,49,45,94
Kerala,Idukki,686514,100,151,251
Kerala,Kannur,670001,108,282,390
Kerala,Kannur,670002,210,465,675
Kerala,Kannur,670003,688,1025,1713
Kerala,Kannur,670004,265,616,881
Kerala,Kannur,670005,576,838,1414
Kerala,Kannur,670006,479,895,1374
Kerala,Kannur,670007,368,741,1109
Kerala,Kannur,670008,203,296,499
Kerala,Kannur,670009,820,1261,2081
Kerala,Kannur,670010,277,524,801
Kerala,Kannur,670011,668,1169,1837
Kerala,Kannur,670012,197,390,587
Kerala,Kannur,670013,8,13,21
Kerala,Kannur,670014,329,487,816
Kerala,Kannur,670017,8,27,35
Kerala,Kannur,670018,220,364,584
Kerala,Kannur,670101,265,468,733
Kerala,Kannur,670102,599,941,1540
Kerala,Kannur,670103,304,414,718
Kerala,Kannur,670104,154,316,470
Kerala,Kannur,670105,296,475,771
Kerala,Kannur,670106,235,319,554
Kerala,Kannur,670107,140,256,396
Kerala,Kannur,670141,959,1128,2087
Kerala,Kannur,670142,1264,1581,2845
Kerala,Kannur,670143,344,765,1109
Kerala,Kannur,670301,929,1128,2057
Kerala,Kannur,670302,304,512,816
Kerala,Kannur,670303,226,340,566
Kerala,Kannur,670304,468,697,1165
Kerala,Kannur,670305,431,535,966
Kerala,Kannur,670306,673,1413,2086
Kerala,Kannur,670307,1962,2475,4437
Kerala,Kannur,670308,422,413,835
Kerala,Kannur,670309,450,434,884
Kerala,Kannur,670310,1,1,2
Kerala,Kannur,670325,183,366,549
Kerala,Kannur,670327,86,114,200
Kerala,Kannur,670331,511,539,1050
Kerala,Kannur,670334,350,259,609
Kerala,Kannur,670353,209,225,434
Kerala,Kannur,670358,104,169,273
Kerala,Kannur,670501,517,750,1267
Kerala,Kannur,670502,542,471,1013
Kerala,Kannur,670503,23,71,94
Kerala,Kannur,670504,66,45,111
Kerala,Kannur,670511,577,1004,1581
Kerala,Kannur,670521,446,422,868
Kerala,Kannur,670561,706,1188,1894
Kerala,Kannur,670562,402,427,829
Kerala,Kannur,670563,139,99,238
Kerala,Kannur,670567,11,7,18
Kerala,Kannur,670571,889,1340,2229
Kerala,Kannur,670581,721,1327,2048
Kerala,Kannur,670582,482,765,1247
Kerala,Kannur,670591,529,656,1185
Kerala,Kannur,670592,936,949,1885
Kerala,Kannur,670593,736,880,1616
Kerala,Kannur,670594,652,977,1629
Kerala,Kannur,670595,489,377,866
Kerala,Kannur,670601,851,1141,1992
Kerala,Kannur,670602,702,532,1234
Kerala,Kannur,670604,563,794,1357
Kerala,Kannur,670611,409,313,722
Kerala,Kannur,670612,521,464,985
Kerala,Kannur,670613,557,665,1222
Kerala,Kannur,670621,684,834,1518
Kerala,Kannur,670622,547,846,1393
Kerala,Kannur,670631,938,1295,2233
Kerala,Kannur,670632,294,664,958
Kerala,Kannur,670633,325,546,871
Kerala,Kannur,670641,257,602,859
Kerala,Kannur,670642,490,929,1419
Kerala,Kannur,670643,1278,1573,2851
Kerala,Kannur,670649,226,341,567
Kerala,Kannur,670650,745,1128,1873
Kerala,Kannur,670651,262,413,675
Kerala,Kannur,670661,324,395,719
Kerala,Kannur,670662,381,643,1024
Kerala,Kannur,670663,414,646,1060
Kerala,Kannur,670671,369,549,918
Kerala,Kannur,670672,796,1433,2229
Kerala,Kannur,670673,701,1121,1822
Kerala,Kannur,670674,434,629,1063
Kerala,Kannur,670675,358,684,1042
Kerala,Kannur,670676,265,301,566
Kerala,Kannur,670691,552,858,1410
Kerala,Kannur,670692,1055,1591,2646
Kerala,Kannur,670693,731,967,1698
Kerala,Kannur,670694,373,581,954
Kerala,Kannur,670701,468,505,973
Kerala,Kannur,670702,2281,2379,4660
Kerala,Kannur,670703,820,1399,2219
Kerala,Kannur,670704,790,1042,1832
Kerala,Kannur,670705,469,719,1188
Kerala,Kannur,670706,552,1133,1685
Kerala,Kannur,670741,784,1265,2049
Kerala,Kannur,673311,240,214,454
Kerala,Kannur,673312,3,41,44
Kerala,Kannur,673313,31,280,311
Kerala,Kannur,673316,181,336,517
