date,state,district,bio_age_5_17,bio_age_17_,total_bio,total_bio_lag_7,total_bio_lag_14,total_bio_roll_mean_7,total_bio_roll_mean_30,total_bio_roll_std_30,capacity_ratio,risk_level,z_score,is_anomaly_z,is_anomaly_if,day,month,weekday,year
2025-11-15,Manipur,Churachandpur,98,47,145,277.0,141.0,163.14285714285714,191.8,112.94624904092164,0.7520746887966805,Low,-0.4107199701079469,0,0,15,11,5,2025
2025-11-16,Manipur,Churachandpur,10,7,17,87.0,183.0,153.14285714285714,189.36666666666667,115.96119545164585,0.08930134827525826,Low,-1.4737081473994218,0,0,16,11,6,2025
2025-11-17,Manipur,Churachandpur,48,26,74,154.0,156.0,141.71428571428572,189.1,116.2255090998415,0.389268805891636,Low,-0.9818682032932678,0,0,17,11,0,2025
2025-11-18,Manipur,Churachandpur,82,45,127,203.0,294.0,130.85714285714286,187.16666666666666,116.77714801642774,0.674933569530558,Low,-0.5108517881437791,0,0,18,11,1,2025
2025-11-19,Manipur,Churachandpur,26,21,47,215.0,310.0,106.85714285714286,185.36666666666667,118.55378041452246,0.25219102128420673,Low,-1.1573591917120085,0,0,19,11,2,2025
2025-11-25,Manipur,Churachandpur,174,50,224,129.0,127.0,120.42857142857143,189.13333333333333,117.90286280439236,1.1781206171107994,Medium,0.2932365617136232,0,0,25,11,1,2025
2025-12-01,Manipur,Churachandpur,69,18,87,209.0,305.0,103.0,190.56666666666666,116.3285132222786,0.4541499912998086,Low,-0.8827067165716133,0,0,1,12,0,2025
2025-12-02,Manipur,Churachandpur,132,32,164,145.0,277.0,105.71428571428571,194.83333333333334,112.7564000273445,0.8374468085106382,Low,-0.271047020879016,0,0,2,12,1,2025
2025-12-03,Manipur,Churachandpur,125,41,166,17.0,87.0,127.0,196.86666666666667,111.62490555530152,0.8389487870619946,Low,-0.27406608258162224,0,0,3,12,2,2025
2025-12-04,Manipur,Churachandpur,34,6,40,74.0,154.0,122.14285714285714,190.03333333333333,114.80612843588483,0.20938754144128424,Low,-1.2955560760016094,0,0,4,12,3,2025
2025-12-05,Manipur,Churachandpur,61,41,102,127.0,203.0,118.57142857142857,188.16666666666666,115.79592135433334,0.5392070484581498,Low,-0.7377540728092361,0,0,5,12,4,2025
2025-12-06,Manipur,Churachandpur,60,29,89,47.0,215.0,124.57142857142857,182.33333333333334,116.2510165571674,0.4854545454545454,Low,-0.7960129990670686,0,0,6,12,5,2025
2025-12-07,Manipur,Churachandpur,16,14,30,224.0,129.0,96.85714285714286,176.63333333333333,119.45233743857978,0.1688872208669544,Low,-1.2173556483127908,0,0,7,12,6,2025
2025-12-08,Manipur,Churachandpur,27,27,54,87.0,209.0,92.14285714285714,171.4,121.31935627465491,0.31322505800464034,Low,-0.9597826834241261,0,0,8,12,0,2025
2025-12-09,Manipur,Churachandpur,37,23,60,164.0,145.0,77.28571428571429,154.0,94.97150207771092,0.3870967741935484,Low,-0.9794574218905677,0,0,9,12,1,2025
2025-12-10,Manipur,Churachandpur,29,25,54,166.0,17.0,61.285714285714285,142.33333333333334,84.0739958703599,0.3767441860465116,Low,-1.0383117946868299,0,0,10,12,2,2025
2025-12-11,Manipur,Churachandpur,23,26,49,40.0,74.0,62.57142857142857,139.26666666666668,85.7847881914828,0.34933460076045625,Low,-1.0401208385449006,0,0,11,12,3,2025
2025-12-12,Manipur,Churachandpur,23,30,53,102.0,127.0,55.57142857142857,134.93333333333334,86.77713560822293,0.3898970083374203,Low,-0.9334245503182932,0,0,12,12,4,2025
2025-12-13,Manipur,Churachandpur,6,4,10,89.0,47.0,44.285714285714285,130.06666666666666,89.6029299603052,0.0762970498474059,Low,-1.3251962902222927,0,0,13,12,5,2025
2025-12-14,Manipur,Churachandpur,13,9,22,30.0,224.0,43.142857142857146,121.0,86.13742027953872,0.18032786885245902,Low,-1.1361364575908475,0,0,14,12,6,2025
2025-12-15,Manipur,Churachandpur,21,16,37,54.0,87.0,40.714285714285715,111.9,79.65890646569558,0.32772364924712133,Low,-0.928601728959159,0,0,15,12,0,2025
2025-12-16,Manipur,Churachandpur,41,28,69,60.0,164.0,42.0,109.96666666666667,79.9829651403583,0.621808350856113,Low,-0.5058677043457712,0,0,16,12,1,2025
2025-12-18,Manipur,Churachandpur,7,5,12,54.0,166.0,36.0,100.2,72.92386204235555,0.11857707509881422,Low,-1.1931194821702467,0,0,18,12,3,2025
2025-12-19,Manipur,Churachandpur,21,22,43,49.0,40.0,35.142857142857146,92.4,65.49735451356759,0.4603854389721627,Low,-0.7428866961906105,0,0,19,12,4,2025
2025-12-20,Manipur,Churachandpur,7,0,7,53.0,102.0,28.571428571428573,89.73333333333333,67.32777944546784,0.07714915503306392,Low,-1.210830119239606,0,0,20,12,5,2025
2025-12-25,Manipur,Churachandpur,35,26,61,10.0,89.0,35.857142857142854,86.63333333333334,66.40133117347335,0.6960821605173069,Low,-0.3803090070633748,0,0,25,12,3,2025
2025-12-26,Manipur,Churachandpur,11,9,20,22.0,30.0,35.57142857142857,80.53333333333333,63.6930859309108,0.24529844644317253,Low,-0.9357001982867243,0,0,26,12,4,2025
2025-12-27,Manipur,Churachandpur,37,22,59,37.0,54.0,38.714285714285715,75.33333333333333,58.492164717451004,0.7729257641921398,Low,-0.27454595762157946,0,0,27,12,5,2025
2025-12-28,Manipur,Churachandpur,19,9,28,69.0,60.0,32.857142857142854,71.96666666666667,58.202668106477134,0.38373686614892644,Low,-0.7426467095636936,0,0,28,12,6,2025
2025-12-29,Manipur,Churachandpur,41,25,66,12.0,54.0,40.57142857142857,67.2,52.13206042482895,0.9677419354838709,Low,-0.022585233668808283,0,0,29,12,0,2025
2025-03-01,Manipur,Imphal East,1000,1623,2623,,,2623.0,2623.0,0.0,0.9996189024390244,Low,0.0,0,0,1,3,5,2025
2025-04-01,Manipur,Imphal East,1438,1252,2690,,,2656.5,2656.5,47.37615433949868,1.0122295390404517,Medium,0.6924899355351932,0,0,1,4,1,2025
2025-05-01,Manipur,Imphal East,1500,1170,2670,,,2661.0,2661.0,34.39476704383968,1.0030052592036063,Medium,0.25427487596832243,0,0,1,5,3,2025
2025-06-01,Manipur,Imphal East,802,779,1581,,,2391.0,2391.0,540.7297538203966,0.6609531772575251,Low,-1.4952104703271383,0,0,1,6,6,2025
2025-07-01,Manipur,Imphal East,15227,6961,22188,,,6350.4,6350.4,8865.863370253344,3.4934030292533933,High,1.7861558635415726,0,1,1,7,1,2025
2025-09-01,Manipur,Imphal East,49,92,141,,,5315.5,5315.5,8325.198778407637,0.02652120756136556,Low,-0.6214720711952074,0,0,1,9,0,2025
2025-09-02,Manipur,Imphal East,422,113,535,,,4632.571428571428,4632.571428571428,7811.669835511971,0.11546169261600124,Low,-0.5244777412640926,0,0,2,9,1,2025
2025-09-03,Manipur,Imphal East,540,73,613,2623.0,,4345.428571428572,4130.125,7370.505399176213,0.14838573027928229,Low,-0.47712438769875265,0,0,3,9,2,2025
2025-09-04,Manipur,Imphal East,475,133,608,2690.0,,4048.0,3738.777777777778,6993.724325739788,0.16257650484283082,Low,-0.4475913033851631,0,0,4,9,3,2025
2025-09-05,Manipur,Imphal East,64,61,125,2670.0,,3684.4285714285716,3377.4,6692.042458522411,0.03699976320151551,Low,-0.4859374522357379,0,0,5,9,4,2025
2025-09-06,Manipur,Imphal East,61,68,129,1581.0,,3477.0,3082.090909090909,6423.7349798158,0.04184112755794067,Low,-0.45964400373999165,0,0,6,9,5,2025
2025-09-07,Manipur,Imphal East,26,44,70,22188.0,,317.2857142857143,2831.0833333333335,6186.204188769679,0.024716786817713696,Low,-0.4462570248360226,0,0,7,9,6,2025
2025-09-08,Manipur,Imphal East,70,69,139,141.0,,317.0,2624.0,5969.716436593394,0.05295238095238095,Low,-0.4161979598913631,0,0,8,9,0,2025
2025-09-09,Manipur,Imphal East,96,57,153,535.0,,262.42857142857144,2447.5,5773.413078666992,0.062487237083928934,Low,-0.3973564012032335,0,0,9,9,1,2025
2025-09-10,Manipur,Imphal East,145,118,263,613.0,2623.0,212.42857142857142,2301.866666666667,5591.918823070442,0.11420548302116203,Low,-0.3645442980964552,0,0,10,9,2,2025
2025-09-11,Manipur,Imphal East,114,78,192,608.0,2690.0,153.0,2170.0,5427.995959222274,0.08843850760018425,Low,-0.36433992857186737,0,0,11,9,3,2025
2025-09-12,Manipur,Imphal East,101,79,180,125.0,2670.0,160.85714285714286,2052.9411764705883,5277.749608860156,0.08763639487928516,Low,-0.3548077319914808,0,0,12,9,4,2025
2025-09-13,Manipur,Imphal East,17,19,36,129.0,1581.0,147.57142857142858,1940.888888888889,5142.191703577363,0.01853865079819191,Low,-0.37037096781050133,0,0,13,9,5,2025
2025-09-14,Manipur,Imphal East,35,27,62,70.0,22188.0,146.42857142857142,1842.0,5015.867743693231,0.033640803038524146,Low,-0.3548030546026773,0,0,14,9,6,2025
2025-09-15,Manipur,Imphal East,222,47,269,139.0,141.0,165.0,1763.35,4894.741208953909,0.152464080256185,Low,-0.30523467973898544,0,0,15,9,0,2025
2025-09-16,Manipur,Imphal East,42,46,88,153.0,535.0,155.71428571428572,1683.5714285714287,4784.790900043894,0.05223880597014925,Low,-0.33339764772355485,0,0,16,9,1,2025
2025-09-17,Manipur,Imphal East,18,31,49,263.0,613.0,125.14285714285714,1609.2727272727273,4682.464025558483,0.03042962795686784,Low,-0.33314502230785714,0,0,17,9,2,2025
2025-09-18,Manipur,Imphal East,49,54,103,192.0,608.0,112.42857142857143,1543.7826086956522,4585.5755458782405,0.06667604840979453,Low,-0.31413035592326,0,0,18,9,3,2025
2025-09-19,Manipur,Imphal East,32,56,88,180.0,125.0,99.28571428571429,1483.125,4494.615457870721,0.05929419691737556,Low,-0.31033014568839024,0,0,19,9,4,2025
2025-09-20,Manipur,Imphal East,47,42,89,36.0,129.0,106.85714285714286,1427.36,4408.807037056623,0.0623092217648212,Low,-0.30349627291023235,0,0,20,9,5,2025
2025-10-13,Manipur,Imphal East,41,2,43,62.0,70.0,104.14285714285714,1374.1153846153845,4328.254385563982,0.031270103208122395,Low,-0.30746989344262726,0,0,13,10,0,2025
2025-10-15,Manipur,Imphal East,249,89,338,269.0,139.0,114.0,1335.7407407407406,4248.8841303660365,0.252853818020614,Low,-0.2347689278424649,0,0,15,10,2,2025
2025-10-16,Manipur,Imphal East,135,45,180,88.0,153.0,127.14285714285714,1294.4642857142858,4175.175565012476,0.13894632371185178,Low,-0.266862412359083,0,0,16,10,3,2025
2025-10-17,Manipur,Imphal East,394,96,490,49.0,263.0,190.14285714285714,1266.7241379310344,4102.661609044198,0.3865194211728865,Low,-0.1892758740679753,0,0,17,10,4,2025
2025-10-18,Manipur,Imphal East,419,134,553,103.0,192.0,254.42857142857142,1242.9333333333334,4033.411005616696,0.444557586151455,Low,-0.17101215824882743,0,0,18,10,5,2025
2025-10-19,Manipur,Imphal East,440,243,683,88.0,180.0,339.42857142857144,1178.2666666666667,4026.066848832042,0.5791734976539092,Low,-0.12298446617798443,0,0,19,10,6,2025
2025-10-20,Manipur,Imphal East,182,61,243,89.0,36.0,361.42857142857144,1096.7,4019.1653203636442,0.2213719595517901,Low,-0.21235445111565177,0,0,20,10,0,2025
2025-10-21,Manipur,Imphal East,90,38,128,43.0,62.0,373.57142857142856,1011.9666666666667,4011.641339929317,0.1263615123893514,Low,-0.22029545922044402,0,0,21,10,1,2025
2025-10-22,Manipur,Imphal East,3,2,5,338.0,269.0,326.0,959.4333333333333,4014.2509558797656,0.0052059834102661995,Low,-0.23770203751167807,0,0,22,10,2,2025
2025-10-23,Manipur,Imphal East,9,0,9,180.0,88.0,301.57142857142856,220.13333333333333,200.55590558338727,0.04069942719324691,Low,-1.0475174752246776,0,0,23,10,3,2025
2025-10-24,Manipur,Imphal East,124,109,233,490.0,49.0,264.85714285714283,223.2,200.00679298809843,1.0392506690454952,Medium,0.048754571197901095,0,0,24,10,4,2025
2025-10-25,Manipur,Imphal East,184,120,304,553.0,103.0,229.28571428571428,215.5,191.8700619942046,1.4041570438799076,High,0.4588581508448899,0,0,25,10,5,2025
2025-10-26,Manipur,Imphal East,437,140,577,683.0,88.0,214.14285714285714,214.3,189.39488941873745,2.6799814212726427,High,1.9049881071246095,0,0,26,10,6,2025
2025-10-27,Manipur,Imphal East,487,317,804,243.0,89.0,294.2857142857143,220.83333333333334,206.08904726429205,3.624342599549211,High,2.816018878692388,0,0,27,10,0,2025
2025-10-28,Manipur,Imphal East,240,156,396,128.0,43.0,332.57142857142856,229.86666666666667,207.67676033108268,1.7152757724516314,High,0.7961276237456881,0,0,28,10,1,2025
2025-10-29,Manipur,Imphal East,421,225,646,5.0,338.0,424.14285714285717,247.1,220.0973687351639,2.60378879484079,High,1.8041824843144678,0,0,29,10,2,2025
2025-10-30,Manipur,Imphal East,950,270,1220,9.0,180.0,597.1428571428571,285.43333333333334,280.1433971888514,4.259280809961597,High,3.324163668830158,1,0,30,10,3,2025
2025-10-31,Manipur,Imphal East,710,308,1018,233.0,490.0,709.2857142857143,314.73333333333335,308.80112262318306,3.224239864864865,High,2.270058483687495,0,0,31,10,4,2025
2025-11-01,Manipur,Imphal East,227,167,394,304.0,553.0,722.1428571428571,322.76666666666665,307.5809602794711,1.2169257695871514,Medium,0.23084163478141936,0,0,1,11,5,2025
2025-11-02,Manipur,Imphal East,404,300,704,577.0,683.0,740.2857142857143,337.46666666666664,315.0730329494399,2.07996848532598,High,1.1596475976233167,0,0,2,11,6,2025
2025-11-03,Manipur,Imphal East,249,174,423,804.0,243.0,685.8571428571429,345.1666666666667,314.21693399497144,1.2219547424169475,Medium,0.24691989845499535,0,0,3,11,0,2025
2025-11-04,Manipur,Imphal East,402,372,774,396.0,128.0,739.8571428571429,364.96666666666664,322.06729681569004,2.114946716458694,High,1.266093279527104,0,0,4,11,1,2025
2025-11-05,Manipur,Imphal East,336,354,690,646.0,5.0,746.1428571428571,386.76666666666665,321.1650862775763,1.7794206137711683,High,0.9412358640006963,0,0,5,11,2,2025
2025-11-06,Manipur,Imphal East,54,87,141,1220.0,9.0,592.0,389.4,318.7250030766519,0.36116803278688525,Low,-0.7769176561410425,0,0,6,11,3,2025
2025-11-07,Manipur,Imphal East,627,449,1076,1018.0,233.0,600.2857142857143,416.3,341.4572371873103,2.578480709321831,High,1.9263719038858296,0,0,7,11,4,2025
2025-11-08,Manipur,Imphal East,439,304,743,394.0,304.0,650.1428571428571,438.1333333333333,340.6813389557,1.6919690299073933,High,0.8922543665932938,0,0,8,11,5,2025
2025-11-09,Manipur,Imphal East,377,241,618,704.0,577.0,637.8571428571429,457.1,334.0444271505659,1.3490504256712508,High,0.48023481950855723,0,0,9,11,6,2025
2025-11-10,Manipur,Imphal East,256,186,442,423.0,804.0,640.5714285714286,468.4,327.3190576749944,0.9416276097145292,Low,-0.08040958751207658,0,0,10,11,0,2025
2025-11-11,Manipur,Imphal East,412,251,663,774.0,396.0,624.7142857142857,487.56666666666666,321.05104152513314,1.357030770280412,High,0.5447376679874589,0,0,11,11,1,2025
2025-11-12,Manipur,Imphal East,421,269,690,690.0,646.0,624.7142857142857,507.6,313.996661524101,1.356665355878883,High,0.5790537560539961,0,0,12,11,2,2025
2025-11-13,Manipur,Imphal East,248,182,430,141.0,1220.0,666.0,520.5,301.9705112344207,0.8245445829338447,Low,-0.298708939134926,0,0,13,11,3,2025
2025-11-14,Manipur,Imphal East,413,314,727,1076.0,1018.0,616.1428571428571,533.4666666666667,302.21546701939684,1.3602345016839217,High,0.6382699907618924,0,0,14,11,4,2025
2025-11-15,Manipur,Imphal East,220,168,388,743.0,394.0,565.4285714285714,540.4,296.1518249956952,0.7166605097894349,Low,-0.5128691368535521,0,0,15,11,5,2025
2025-11-16,Manipur,Imphal East,143,66,209,618.0,704.0,507.0,531.0333333333333,302.1831464906564,0.3928325292901447,Low,-1.0621742569165462,0,0,16,11,6,2025
2025-11-17,Manipur,Imphal East,134,127,261,442.0,423.0,481.14285714285717,521.3,306.12811719594794,0.49971280873061463,Low,-0.8475290454567154,0,0,17,11,0,2025
2025-11-18,Manipur,Imphal East,200,201,401,663.0,774.0,443.7142857142857,511.9,305.32022194908654,0.7818288165334374,Low,-0.3620394347273379,0,0,18,11,1,2025
2025-11-19,Manipur,Imphal East,158,126,284,690.0,690.0,385.7142857142857,513.2666666666667,304.1646483951386,0.5522426756546539,Low,-0.7512884204391971,0,0,19,11,2,2025
2025-11-25,Manipur,Imphal East,424,304,728,430.0,141.0,428.2857142857143,533.2666666666667,297.61395190383985,1.362615423009733,High,0.6521240286724503,0,0,25,11,1,2025
2025-12-01,Manipur,Imphal East,161,72,233,727.0,1076.0,357.7142857142857,540.8666666666667,286.35699124831336,0.42999507874015747,Low,-1.0713735041881418,0,0,1,12,0,2025
2025-12-02,Manipur,Imphal East,243,170,413,388.0,743.0,361.2857142857143,554.3333333333334,269.4846081374473,0.7436974789915966,Low,-0.5225189496236124,0,0,2,12,1,2025
2025-12-03,Manipur,Imphal East,198,158,356,209.0,618.0,382.2857142857143,558.4333333333333,265.33085180495925,0.6363582196270036,Low,-0.7600821758403727,0,0,3,12,2,2025
2025-12-04,Manipur,Imphal East,50,30,80,261.0,442.0,356.42857142857144,550.9666666666667,275.687414610674,0.14493628842321396,Low,-1.7021615071627396,0,0,4,12,3,2025
2025-12-05,Manipur,Imphal East,84,128,212,401.0,663.0,329.42857142857144,538.8,282.46957724500265,0.39273805113004817,Low,-1.1528574006992887,0,0,5,12,4,2025
2025-12-06,Manipur,Imphal East,137,157,294,284.0,690.0,330.85714285714283,521.8,281.30292911919605,0.5623565416985463,Low,-0.8069345957930764,0,0,6,12,5,2025
2025-12-07,Manipur,Imphal East,57,60,117,728.0,430.0,243.57142857142858,512.5,290.08033964452125,0.22784810126582278,Low,-1.3587314089402265,0,0,7,12,6,2025
2025-12-08,Manipur,Imphal East,71,94,165,233.0,727.0,233.85714285714286,496.46666666666664,295.68584602620876,0.3316805146073439,Low,-1.1172311423221228,0,0,8,12,0,2025
2025-12-09,Manipur,Imphal East,84,98,182,413.0,388.0,200.85714285714286,461.8666666666667,267.4881542118885,0.3932017859714821,Low,-1.0423799421921547,0,0,9,12,1,2025
2025-12-10,Manipur,Imphal East,85,103,188,356.0,209.0,176.85714285714286,434.2,250.35855666734574,0.4319852941176471,Low,-0.9794772983432877,0,0,10,12,2,2025
2025-12-11,Manipur,Imphal East,81,72,153,80.0,261.0,187.28571428571428,426.1666666666667,255.5065399437514,0.35817401482637534,Low,-1.0649501050794599,0,0,11,12,3,2025
2025-12-12,Manipur,Imphal East,87,80,167,212.0,401.0,180.85714285714286,408.26666666666665,254.17804421492494,0.40804691317804204,Low,-0.9454836422504228,0,0,12,12,4,2025
2025-12-13,Manipur,Imphal East,83,71,154,294.0,284.0,160.85714285714286,399.3,258.3508907641417,0.3847114664001998,Low,-0.9458228551953585,0,0,13,12,5,2025
2025-12-14,Manipur,Imphal East,111,58,169,117.0,728.0,168.28571428571428,379.1333333333333,251.61872269209252,0.44458084882497373,Low,-0.8318201085572623,0,0,14,12,6,2025
2025-12-15,Manipur,Imphal East,113,100,213,165.0,233.0,175.14285714285714,363.23333333333335,246.3124849249217,0.584789969799579,Low,-0.6074636037033904,0,0,15,12,0,2025
2025-12-16,Manipur,Imphal East,129,101,230,182.0,413.0,182.0,366.2,244.06929485222,0.6263616557734205,Low,-0.5557611780053081,0,0,16,12,1,2025
2025-12-18,Manipur,Imphal East,25,9,34,188.0,356.0,160.0,331.46666666666664,211.55202072130876,0.10226589131742532,Low,-1.3995005347735328,0,0,18,12,3,2025
2025-12-19,Manipur,Imphal East,96,58,154,153.0,80.0,160.14285714285714,311.8333333333333,199.001314037145,0.4922749067661162,Low,-0.7891614817291647,0,0,19,12,4,2025
2025-12-20,Manipur,Imphal East,34,26,60,167.0,212.0,144.85714285714286,293.23333333333335,195.4435597748769,0.20391979154865753,Low,-1.18727910245883,0,0,20,12,5,2025
2025-12-25,Manipur,Imphal East,189,173,362,154.0,294.0,174.57142857142858,290.56666666666666,193.8833071247079,1.2415685377843833,Medium,0.3665441354996218,0,0,25,12,3,2025
2025-12-26,Manipur,Imphal East,120,111,231,169.0,117.0,183.42857142857142,276.1666666666667,180.87451991374454,0.8334335538184005,Low,-0.24833971624000625,0,0,26,12,4,2025
2025-12-27,Manipur,Imphal East,134,109,243,213.0,165.0,187.71428571428572,261.26666666666665,163.15149155127838,0.9265378749364515,Low,-0.11127932188761397,0,0,27,12,5,2025
2025-12-28,Manipur,Imphal East,204,120,324,230.0,182.0,201.14285714285714,257.73333333333335,160.4974880743168,1.2522545735635144,Medium,0.41032629954078614,0,0,28,12,6,2025
2025-12-29,Manipur,Imphal East,111,89,200,34.0,188.0,224.85714285714286,240.16666666666666,134.02112116955576,0.82930200414651,Low,-0.2974843218508494,0,0,29,12,0,2025
2025-03-01,Manipur,Imphal West,906,1352,2258,,,2258.0,2258.0,0.0,0.9995573262505534,Low,0.0,0,0,1,3,5,2025
2025-04-01,Manipur,Imphal West,1363,1265,2628,,,2443.0,2443.0,261.6295090390226,1.0752864157119477,Medium,0.7044143694169261,0,0,1,4,1,2025
2025-05-01,Manipur,Imphal West,1611,1244,2855,,,2580.3333333333335,2580.3333333333335,301.34089223557646,1.1060175619834711,Medium,0.9084668125297888,0,0,1,5,3,2025
2025-06-01,Manipur,Imphal West,1172,1040,2212,,,2488.25,2488.25,307.335186183858,0.8886210706035954,Low,-0.8959405620196527,0,0,1,6,6,2025
2025-07-01,Manipur,Imphal West,10905,8065,18970,,,5784.6,5784.6,7375.666600382639,3.278830199115044,High,1.7874469207156594,0,1,1,7,1,2025
2025-09-01,Manipur,Imphal West,60,115,175,,,4849.666666666667,4849.666666666667,6983.1918394575605,0.03607751511819681,Low,-0.669321057342224,0,0,1,9,0,2025
2025-09-02,Manipur,Imphal West,209,257,466,,,4223.428571428572,4223.428571428572,6586.553925919655,0.11031077745088093,Low,-0.5703829697157304,0,0,2,9,1,2025
2025-09-03,Manipur,Imphal West,146,87,233,2258.0,,3934.1428571428573,3724.625,6259.041869567578,0.06253984230833752,Low,-0.557763841320951,0,0,3,9,2,2025
2025-09-04,Manipur,Imphal West,97,156,253,2628.0,,3594.8571428571427,3338.8888888888887,5968.063807560297,0.07575102298812336,Low,-0.5169803822469385,0,0,4,9,3,2025
2025-09-05,Manipur,Imphal West,62,57,119,2855.0,,3204.0,3016.9,5718.131016531732,0.03943139269028132,Low,-0.5067028525178605,0,0,5,9,4,2025
2025-09-06,Manipur,Imphal West,56,58,114,2212.0,,2904.285714285714,2753.0,5494.851717744529,0.04139433551198257,Low,-0.4801803497498715,0,0,6,9,5,2025
2025-09-07,Manipur,Imphal West,27,70,97,18970.0,,208.14285714285714,2531.6666666666665,5294.941227819305,0.038299552513819425,Low,-0.45972312794513065,0,0,7,9,6,2025
2025-09-08,Manipur,Imphal West,111,225,336,175.0,,231.14285714285714,2362.769230769231,5105.964961915396,0.14214585570633603,Low,-0.3968637431201564,0,0,8,9,0,2025
2025-09-09,Manipur,Imphal West,298,95,393,466.0,,220.71428571428572,2222.0714285714284,4933.818827771722,0.17678244385181377,Low,-0.37064611537062875,0,0,9,9,1,2025
2025-09-10,Manipur,Imphal West,441,103,544,233.0,2258.0,265.14285714285717,2110.2,4774.048763890039,0.257673361121637,Low,-0.3279966503889858,0,0,10,9,2,2025
2025-09-11,Manipur,Imphal West,436,83,519,253.0,2628.0,303.14285714285717,2010.75,4629.292638550012,0.257984341990804,Low,-0.322171861791255,0,0,11,9,3,2025
2025-09-12,Manipur,Imphal West,430,74,504,119.0,2855.0,358.14285714285717,1922.1176470588234,4497.165800289569,0.2620744501881137,Low,-0.31526575720431027,0,0,12,9,4,2025
2025-09-13,Manipur,Imphal West,39,37,76,114.0,2212.0,352.7142857142857,1819.5555555555557,4384.537083650736,0.041745498931949954,Low,-0.3975694475496567,0,0,13,9,5,2025
2025-09-14,Manipur,Imphal West,33,10,43,97.0,18970.0,345.0,1726.0526315789473,4280.452007202617,0.0248979094289023,Low,-0.39310323431106436,0,0,14,9,6,2025
2025-09-15,Manipur,Imphal West,238,93,331,336.0,175.0,344.2857142857143,1656.3,4177.947822858289,0.1997224401134375,Low,-0.31713724511006935,0,0,15,9,0,2025
2025-09-16,Manipur,Imphal West,89,75,164,393.0,466.0,311.57142857142856,1585.2380952380952,4085.1598855462435,0.10338927081144367,Low,-0.3478175438668872,0,0,16,9,1,2025
2025-09-17,Manipur,Imphal West,32,31,63,544.0,233.0,242.85714285714286,1516.0454545454545,3999.8958733741433,0.04152808988764045,Low,-0.36318002280824996,0,0,17,9,2,2025
2025-09-18,Manipur,Imphal West,59,73,132,519.0,253.0,187.57142857142858,1455.8695652173913,3918.5735032528432,0.09060522860212487,Low,-0.3377585760590318,0,0,18,9,3,2025
2025-09-19,Manipur,Imphal West,72,69,141,504.0,119.0,135.71428571428572,1401.0833333333333,3841.8272816875624,0.10056463595839525,Low,-0.32790527415532783,0,0,19,9,4,2025
2025-09-20,Manipur,Imphal West,68,49,117,76.0,114.0,141.57142857142858,1349.72,3769.695848915843,0.08662046908315565,Low,-0.32692109079931064,0,0,20,9,5,2025
2025-10-13,Manipur,Imphal West,7,0,7,43.0,97.0,136.42857142857142,1298.076923076923,3702.9076026612056,0.005388441496920891,Low,-0.34857157941772154,0,0,13,10,0,2025
2025-10-15,Manipur,Imphal West,396,78,474,331.0,336.0,156.85714285714286,1267.5555555555557,3634.461491518838,0.3736533239905404,Low,-0.21828193130551377,0,0,15,10,2,2025
2025-10-16,Manipur,Imphal West,192,31,223,164.0,393.0,165.28571428571428,1230.25,3571.9804510372946,0.18111675126903554,Low,-0.2819075037781354,0,0,16,10,3,2025
2025-10-17,Manipur,Imphal West,393,74,467,63.0,544.0,223.0,1203.9310344827586,3510.47748004898,0.3875740491657843,Low,-0.2098635228816787,0,0,17,10,4,2025
2025-10-18,Manipur,Imphal West,497,96,593,132.0,519.0,288.85714285714283,1183.5666666666666,3451.223947642577,0.5006050032360638,Low,-0.1710684693760807,0,0,18,10,5,2025
2025-10-19,Manipur,Imphal West,403,78,481,141.0,504.0,337.42857142857144,1124.3333333333333,3447.394771801408,0.4274289099526067,Low,-0.18656023335671112,0,0,19,10,6,2025
2025-10-20,Manipur,Imphal West,97,34,131,117.0,76.0,339.42857142857144,1041.1,3439.9742115111953,0.12570770559447272,Low,-0.26448904991947186,0,0,20,10,0,2025
2025-10-21,Manipur,Imphal West,74,23,97,7.0,43.0,352.2857142857143,949.1666666666666,3426.654114371661,0.10208735309594809,Low,-0.24861512808239733,0,0,21,10,1,2025
2025-10-22,Manipur,Imphal West,3,1,4,474.0,331.0,285.14285714285717,875.5666666666667,3422.3045137827044,0.00456325816633076,Low,-0.25459805376869543,0,0,22,10,2,2025
2025-10-23,Manipur,Imphal West,8,0,8,223.0,164.0,254.42857142857142,243.5,186.78620454116896,0.032719836400818,Low,-1.254085733163485,0,0,23,10,3,2025
2025-10-24,Manipur,Imphal West,155,48,203,467.0,63.0,216.71428571428572,244.43333333333334,186.50185971769767,0.8271085155507266,Low,-0.22097558603266795,0,0,24,10,4,2025
2025-10-25,Manipur,Imphal West,157,51,208,593.0,132.0,161.71428571428572,235.83333333333334,181.8223997682082,0.8782547501759324,Low,-0.15224246792855745,0,0,25,10,5,2025
2025-10-26,Manipur,Imphal West,198,72,270,481.0,141.0,131.57142857142858,237.06666666666666,181.92797614920573,1.1341360963315599,Medium,0.18003442680889428,0,0,26,10,6,2025
2025-10-27,Manipur,Imphal West,282,110,392,131.0,117.0,168.85714285714286,241.7,184.10475840934794,1.61516275236918,High,0.8119726434456142,0,0,27,10,0,2025
